variant,model,world_size,batch_size_per_rank,context_length,vocab_size,warmup,steps,fwd_ms,bwd_ms,comm_ms,opt_ms,step_ms,step_ms_max_rank_std,num_params,grad_bytes_per_step,ok,error
overlap,xl,2,2,256,10000,5,10,311.3158017396927,973.1075427494943,23.566247243434187,300.17570881173015,1608.1653005443513,32.31050689392598,3406809600,13627238400,True,
