variant,model,world_size,batch_size_per_rank,context_length,vocab_size,warmup,steps,fwd_ms,bwd_ms,comm_ms,opt_ms,step_ms,step_ms_max_rank_std,num_params,grad_bytes_per_step,ok,error
flat,xl,2,2,256,10000,5,10,249.92609610781074,592.1307749114931,168.0127943865955,297.95297021046287,1308.022635616362,100.11805817054486,3406809600,13627238400,True,
